Token	Corpus	Text	Line_Number	Genre	Type	Whole_Genitive	Possessor	Possessor_Head	Possessor_NP_Type	Final_Sibilant	Possessor_Animacy5	Possessor_Animacy3	Possessor_Animacy2	Possessor_Givenness	Possessum	Possessum_Head	Possessum_Animacy2	Semantic_Relation	Prototypical_Semantics	Preceding_s_genitive	Possessor_Thematicity	Possessor_Length	Possessum_Length	Type_Token_Ratio	Time
ba05.0060.01	Brown	A05	60	Press	of	chairman of the Citizens Group of Johnston	the Citizens Group of Johnston	Citizens Group of Johnston	proper	N	collective	collective	inanimate	new	chairman	chairman	animate	OTH	N	N	-3	5	1	67	1960
ba05.0060.05	Brown	A05	60	Press	of	the suggestion of Council President Raymond Fortin Sr	Council President Raymond Fortin Sr	Fortin	proper	N	animate	animate	animate	new	the suggestion	suggestion	inanimate	OTH	N	N	-3.301029996	5	2	67	1960
ba05.0061.01	Brown	A05	61	Press	of	the chairman of the board of canvassers	the board of canvassers	canvassers	common	Y	collective	collective	inanimate	new	the chairman	chairman	animate	OTH	N	N	-3	4	2	68	1960
ba05.0062.02	Brown	A05	62	Press	of	possible election of a nine member charter commission	a nine member charter commission	commission	common	N	collective	collective	inanimate	new	possible election	election	inanimate	OTH	N	N	-2.823908741	5	2	64	1960
ba05.0075.01	Brown	A05	75	Press	s	the town's insurgent Democratic leadership	the town's	town	common	N	collective	collective	inanimate	given	insurgent Democratic leadership	leadership	inanimate	OTH	N	N	-2.301029996	2	3	81	1960
ba05.0077.02	Brown	A05	77	Press	of	the real meaning of a home rule charter	a home rule charter	charter	common	N	inanimate	inanimate	inanimate	new	the real meaning	meaning	inanimate	OTH	N	Y	-2.259637311	4	3	77	1960
ba05.0078.02	Brown	A05	78	Press	of	consent of the General Assembly	the General Assembly	General Assembly	proper	N	collective	collective	inanimate	new	consent	consent	inanimate	OTH	N	N	-2.823908741	3	1	74	1960
ba05.0081.01	Brown	A05	81	Press	of	the last session of the General Assembly	the General Assembly	General Assembly	proper	N	collective	collective	inanimate	given	the last session	session	inanimate	OTH	N	N	-2.823908741	3	3	74	1960
ba06.0001.02	Brown	A06	1	Press	of	the carcass of Eisenhower Republicanism	Eisenhower Republicanism	Republicanism	common	N	inanimate	inanimate	inanimate	new	the carcass	carcass	inanimate	OTH	N	N	-2.823908741	2	2	70	1960
ba06.0005.01	Brown	A06	5	Press	of	the apparent intention of the Republican Party	the Republican Party	Republican Party	proper	N	collective	collective	inanimate	given	the apparent intention	intention	inanimate	OTH	N	N	-2.698970004	3	3	73	1960
ba06.0012.01	Brown	A06	12	Press	of	the closeness of the outcome	the outcome	outcome	common	N	inanimate	inanimate	inanimate	new	the closeness	closeness	inanimate	OTH	N	N	-3.301029996	2	2	73	1960
ba06.0012.02	Brown	A06	12	Press	s	last fall's Presidential election	last fall's	fall	common	N	inanimate	inanimate	inanimate	new	Presidential election	election	inanimate	OTH	N	N	-3	2	2	73	1960
ba06.0015.02	Brown	A06	15	Press	s	Hughes' remark	Hughes'	Hughes	proper	Y	animate	animate	animate	given	remark	remark	inanimate	OTH	N	Y	-2.187086643	1	1	75	1960
ba06.0018.01	Brown	A06	18	Press	of	the continuance of railroad passenger service	railroad passenger service	service	common	Y	inanimate	inanimate	inanimate	new	the continuance	continuance	inanimate	OTH	N	Y	-2.823908741	3	2	76	1960
ba06.0018.02	Brown	A06	18	Press	of	the proper uses of surplus funds of the Port of New York Authority	surplus funds of the Port of New York Authority	funds	common	N	inanimate	inanimate	inanimate	new	the proper uses	uses	inanimate	OTH	N	N	-3	8	3	76	1960
ba06.0019.01	Brown	A06	19	Press	of	the high rate of unemployment	unemployment	unemployment	common	N	inanimate	inanimate	inanimate	new	the high rate	rate	inanimate	OTH	N	N	-3.301029996	1	3	73	1960
ba06.0023.01	Brown	A06	23	Press	of	the centralization of government	government	government	common	N	inanimate	inanimate	inanimate	new	the centralization	centralization	inanimate	OTH	N	N	-3.301029996	1	2	75	1960
ba06.0027.02	Brown	A06	27	Press	of	discredited carcass or tattered remains of the president's leadership	the president's leadership	leadership	common	N	inanimate	inanimate	inanimate	given	discredited carcass or tattered remains	carcass	inanimate	OTH	N	N	-3	3	5	76	1960
ba06.0027.03	Brown	A06	27	Press	s	the president's leadership	the president's	president	common	N	animate	animate	animate	given	leadership	leadership	inanimate	OTH	N	N	-2.397940009	2	1	76	1960
ba06.0027.07	Brown	A06	27	Press	of	the peace-loving intentions of the free nations	the free nations	nation	common	Y	collective	collective	inanimate	given	the peace-loving intentions	intentions	inanimate	OTH	N	Y	-2.698970004	3	3	76	1960
ba06.0030.01	Brown	A06	30	Press	s	Mr. Hughes' discredit	Mr. Hughes'	Hughes	proper	Y	animate	animate	animate	given	discredit	discredit	inanimate	OTH	N	N	-2.187086643	2	1	81	1960
ba06.0033.01	Brown	A06	33	Press	s	the Republican Party's nominee	the Republican Party's	Republican Party	proper	N	collective	collective	inanimate	given	nominee	nominee	animate	OTH	N	Y	-2.698970004	3	1	73	1960
ba06.0035.01	Brown	A06	35	Press	s	New Jersey's problems	New Jersey's	New Jersey	proper	N	collective	collective	inanimate	new	problems	problems	inanimate	OTH	N	Y	-2.455931956	2	1	76	1960
ba06.0038.02	Brown	A06	38	Press	of	the glow of Sen. Case's candidacy of last year	Sen. Case's candidacy of last year	candidacy	common	N	inanimate	inanimate	inanimate	given	the glow	glow	inanimate	OTH	N	Y	-3	6	2	75	1960
ba06.0040.03	Brown	A06	40	Press	of	state chairman of the Republican Women for Jones Committee	the Republican Women for Jones Committee	Republican Women for Jones Committee	proper	N	collective	collective	inanimate	new	state chairman	chairman	animate	OTH	N	N	-3.301029996	6	2	71	1960
ba06.0041.01	Brown	A06	41	Press	of	president of the Westfield Women's Republican Club	the Westfield Women's Republican Club	Westfield Women	proper	N	collective	collective	inanimate	new	president	president	animate	OTH	N	N	-2.698970004	5	1	73	1960
ba06.0047.01	Brown	A06	47	Press	of	The candidacy of Mayor James J. Sheeran of West Orange	Mayor James J. Sheeran of West Orange	Sheeran	proper	Y	animate	animate	animate	new	The candidacy	candidacy	inanimate	OTH	N	N	-2.823908741	7	2	74	1960
ba06.0048.01	Brown	A06	48	Press	s	the Republican organization's candidate	the Republican organization's	organization	common	N	collective	collective	inanimate	given	candidate	candidate	animate	OTH	N	N	-3.301029996	3	1	69	1960
ba06.0054.01	Brown	A06	54	Press	of	chief of the Forest Fire Section	the Forest Fire Section	Forest Fire Section	proper	N	collective	collective	inanimate	new	chief	chief	animate	OTH	N	Y	-3.301029996	4	1	72	1960
ba06.0066.02	Brown	A06	66	Press	s	the Republicans' feeble attack on the Meyner administration	the Republicans'	Republicans	proper	Y	collective	collective	inanimate	given	feeble attack on the Meyner administration	attack	inanimate	OTH	N	N	-1.920818754	2	6	68	1960
ba06.0068.01	Brown	A06	68	Press	of	the courageous actions of President Kennedy	President Kennedy	Kennedy	proper	N	animate	animate	animate	new	the courageous actions	actions	inanimate	OTH	N	Y	-3	2	3	73	1960
ba06.0070.01	Brown	A06	70	Press	of	the bloodstream of New Jersey	New Jersey	New Jersey	proper	N	collective	collective	inanimate	given	the bloodstream	bloodstream	inanimate	OTH	N	N	-2.455931956	2	2	69	1960
ba06.0073.01	Brown	A06	73	Press	s	Gov. Meyner's Green Acres plan for saving large tracts of open land from the onrush of urban development	Gov. Meyner's	Meyner	proper	N	animate	animate	animate	given	Green Acres plan for saving large tracts of open land from the onrush of urban development	plan	inanimate	OTH	N	N	-2.698970004	2	8	71	1960
ba07.0002.01	Brown	A07	2	Press	s	the Mayor's reported plan	the Mayor's	Mayor	proper	N	animate	animate	animate	given	reported plan	plan	inanimate	OTH	N	N	-2.259637311	2	2	73	1960
ba07.0004.01	Brown	A07	4	Press	s	the Mayor's efforts to name his own running mates without consulting the leaders	the Mayor's	Mayor	proper	N	animate	animate	animate	given	efforts to name his own running mates without consulting the leaders	effort	inanimate	OTH	N	Y	-2.259637311	2	8	68	1960
ba07.0007.01	Brown	A07	7	Press	of	the confidence of the Democratic rank and file in the city	the Democratic rank and file in the city	rank and file	common	N	animate	animate	animate	new	the confidence	confidence	inanimate	OTH	N	Y	-3.301029996	8	2	72	1960
ba07.0008.02	Brown	A07	8	Press	of	the weakness of his performance as Mayor	his performance as Mayor	performance	common	N	inanimate	inanimate	inanimate	new	the weakness	weakness	inanimate	OTH	N	N	-3.301029996	4	2	68	1960
ba07.0011.01	Brown	A07	11	Press	of	the good of the party	the party	party	common	N	collective	collective	inanimate	given	the good	good	inanimate	OTH	N	N	-2.602059991	2	2	64	1960
ba07.0012.01	Brown	A07	12	Press	s	the Bronx leader's home	the Bronx leader's	leader	common	N	animate	animate	animate	given	home	home	inanimate	OWN	Y	N	-2.124938737	3	1	66	1960
ba07.0014.01	Brown	A07	14	Press	s	"the Bronx leader's assent to dropping Controller Lawrence E. Gerosa , who lives in the Bronx , from this year's ticket"	the Bronx leader's	leader	common	N	animate	animate	animate	given	"assent to dropping Controller Lawrence E. Gerosa , who lives in the Bronx , from this year's ticket"	assent	inanimate	OTH	N	Y	-2.124938737	3	8	71	1960
ba07.0015.01	Brown	A07	15	Press	s	Mr. Gerosa's successor	Mr. Gerosa's	Gerosa	proper	N	animate	animate	animate	given	successor	successor	animate	OTH	N	Y	-2.823908741	2	1	73	1960
ba07.0016.01	Brown	A07	16	Press	of	President of the City Council	the City Council	City Council	proper	N	collective	collective	inanimate	given	President	President	animate	OTH	N	Y	-3.301029996	3	1	80	1960
ba07.0018.04	Brown	A07	18	Press	s	yesterday's New York Times	yesterday's	yesterday	common	N	time	inanimate	inanimate	new	New York Times	New York Times	inanimate	OTH	N	N	-2.602059991	1	3	78	1960
ba07.0028.01	Brown	A07	28	Press	of	"the locale of Edwin O'Connor's novel , The Last Hurrah"	"Edwin O'Connor's novel, The Last Hurrah"	novel	common	N	inanimate	inanimate	inanimate	new	the locale	locale	inanimate	OTH	N	Y	-3.301029996	6	2	73	1960
ba07.0028.02	Brown	A07	28	Press	s	Edwin O'Connor's novel	Edwin O'Connor's	Edwin O'Connor	proper	N	animate	animate	animate	new	novel	novel	inanimate	OTH	N	N	-3.301029996	2	1	73	1960
ba07.0032.02	Brown	A07	32	Press	of	the ethical climate of his home state	his home state	state	common	N	collective	collective	inanimate	new	the ethical climate	climate	inanimate	OTH	N	Y	-2.187086643	3	3	81	1960
ba07.0039.01	Brown	A07	39	Press	s	the Administration's housing bill	the Administration's	Administration	common	N	collective	collective	inanimate	given	housing bill	bill	inanimate	OTH	N	N	-3	2	2	64	1960
ba07.0042.01	Brown	A07	42	Press	s	The panel's action	The panel's	panel	common	N	collective	collective	inanimate	given	action	action	inanimate	OTH	N	Y	-3	2	1	78	1960
ba07.0042.04	Brown	A07	42	Press	s	Speaker Sam Rayburn's forces	Speaker Sam Rayburn's	Rayburn	proper	N	animate	animate	animate	new	forces	forces	inanimate	OTH	N	Y	-3.301029996	3	1	78	1960
ba07.0068.01	Brown	A07	68	Press	of	director of the corps	the corps	corps	common	N	collective	collective	inanimate	given	director	director	animate	OTH	N	Y	-2.522878745	2	1	81	1960
ba07.0071.01	Brown	A07	71	Press	of	the expansive mood of the successful banker	the successful banker	banker	common	N	animate	animate	animate	given	the expansive mood	mood	inanimate	OTH	N	N	-3.301029996	3	3	70	1960
ba07.0072.02	Brown	A07	72	Press	of	"the twenty under-developed countries of Asia , Africa and Latin America"	"Asia, Africa and Latin America"	Asia	proper	N	place	inanimate	inanimate	new	the twenty under-developed countries	countries	inanimate	OTH	N	N	-3	5	4	75	1960
ba07.0077.02	Brown	A07	77	Press	s	a country's population	a country's	country	common	N	collective	collective	inanimate	new	population	population	inanimate	OTH	N	N	-3.301029996	2	1	70	1960
ba07.0077.03	Brown	A07	77	Press	of	the distribution of professional posts at the United Nations	professional posts at the United Nations	post	common	Y	inanimate	inanimate	inanimate	new	the distribution	distribution	inanimate	OTH	N	Y	-2.602059991	6	2	70	1960
ba07.0078.01	Brown	A07	78	Press	of	the staff and operation of the United Nations	the United Nations	United Nations	proper	Y	collective	collective	inanimate	given	the staff and operation	staff	inanimate	OTH	N	N	-2.698970004	3	4	69	1960
ba07.0084.02	Brown	A07	84	Press	s	the organization's ninety-nine members	the organization's	organization	common	N	collective	collective	inanimate	given	ninety-nine members	member	inanimate	OTH	N	N	-2.698970004	2	2	81	1960
ba07.0087.01	Brown	A07	87	Press	of	the three leaders of Laos	Laos	Laos	proper	Y	collective	collective	inanimate	given	the three leaders	leaders	animate	OTH	N	Y	-2.698970004	1	3	76	1960
ba07.0088.01	Brown	A07	88	Press	of	Premier of the pro-Western royal Government;	the pro-Western royal Government	pro-Western royal Government	proper	N	collective	collective	inanimate	new	Premier	Premier	animate	OTH	N	N	-2.346787486	4	1	81	1960
ba07.0088.02	Brown	A07	88	Press	of	leader of the nation's neutralists	the nation's neutralists	neutralist	common	N	animate	animate	animate	given	leader	leader	animate	OTH	N	N	-3.301029996	3	1	81	1960
ba07.0088.03	Brown	A07	88	Press	s	the nation's neutralists	the nation's	nation	common	N	collective	collective	inanimate	given	neutralists	neutralists	animate	OTH	N	N	-2.346787486	2	1	81	1960
ba07.0088.04	Brown	A07	88	Press	of	head of the pro-Communist Pathet Lao forces	the pro-Communist Pathet Lao forces	forces	common	Y	collective	collective	inanimate	new	head	head	animate	OTH	N	Y	-3	5	1	81	1960
ba07.0090.02	Brown	A07	90	Press	of	the nineteenth plenary session of the fourteen-nation conference on the future of Laos	the fourteen-nation conference on the future of Laos	conference	common	Y	inanimate	inanimate	inanimate	given	the nineteenth plenary session	session	inanimate	OTH	N	N	-3	8	4	79	1960
ba07.0090.03	Brown	A07	90	Press	of	the future of Laos	Laos	Laos	proper	Y	collective	collective	inanimate	given	the future	future	inanimate	OTH	N	N	-2.698970004	1	2	79	1960
ba07.0093.03	Brown	A07	93	Press	s	France's Foreign Minister	France's	France	proper	Y	collective	collective	inanimate	new	Foreign Minister	Minister	animate	OTH	N	N	-3.301029996	1	2	80	1960
ba07.0093.04	Brown	A07	93	Press	s	Canada's Minister of External Affairs	Canada's	Canada	proper	N	collective	collective	inanimate	new	Minister of External Affairs	Minister	animate	OTH	N	Y	-3.301029996	1	4	80	1960
ba07.0094.01	Brown	A07	94	Press	of	The pace of the talks	the talks	talks	common	Y	inanimate	inanimate	inanimate	given	The pace	pace	inanimate	OTH	N	Y	-2.698970004	2	2	80	1960
ba07.0095.01	Brown	A07	95	Press	s	Prince Souvanna Phouma's young daughter	Prince Souvanna Phouma's	Prince Souvanna Phouma	proper	N	animate	animate	animate	given	young daughter	daughter	animate	OTH	N	N	-3	3	2	80	1960
ba07.0095.02	Brown	A07	95	Press	s	the Princes' statement	the Princes'	Princes	proper	Y	animate	animate	animate	given	statement	statement	inanimate	OTH	N	Y	-2.397940009	2	1	80	1960
ba08.0001.02	Brown	A08	1	Press	of	promotion manager of The Times-Picayune Publishing Company	The Times-Picayune Publishing Company	Times-Picayune Publishing Company	proper	N	collective	collective	inanimate	new	promotion manager	manager	animate	OTH	N	N	-3.301029996	4	2	75	1960
ba08.0001.03	Brown	A08	1	Press	of	president of the company	the company	company	common	N	collective	collective	inanimate	given	president	president	animate	OTH	N	N	-2.823908741	2	1	76.76767677	1960
ba08.0013.03	Brown	A08	13	Press	s	the United States government's tremendous buildings	the United States government's	government	common	N	collective	collective	inanimate	new	tremendous buildings	buildings	inanimate	OTH	N	N	-2.698970004	4	2	80	1960
ba08.0014.01	Brown	A08	14	Press	of	the most famous address of the free world	the free world	world	common	N	inanimate	inanimate	inanimate	new	the most famous address	address	inanimate	OTH	N	Y	-3.301029996	3	4	81	1960
ba08.0020.03	Brown	A08	20	Press	s	this country's most valuable records	this country's	country	common	N	collective	collective	inanimate	new	most valuable records	records	inanimate	OTH	N	N	-3.301029996	2	3	77	1960
ba08.0022.01	Brown	A08	22	Press	of	the center of Pennsylvania	Pennsylvania	Pennsylvania	proper	N	place	inanimate	inanimate	given	the center	center	inanimate	OTH	N	Y	-2.602059991	1	2	72	1960
ba08.0024.02	Brown	A08	24	Press	of	hero of the Battle of New Orleans	the Battle of New Orleans	Battle	proper	Y	inanimate	inanimate	inanimate	new	hero	hero	animate	OTH	N	N	-2.602059991	5	1	66	1960
ba08.0028.02	Brown	A08	28	Press	of	the respective states of the President and of Vice-President L. B. Johnson	the President and of Vice-President L. B. Johnson	President and of Vice-President L. B. Johnson	proper	N	animate	animate	animate	given	the respective states	states	inanimate	OTH	N	N	-2.397940009	8	3	68	1960
